HH Income,Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Age range,Language,City,County,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,is_churned
"$100,000 - $124,999",OWNER,English,N,38,75 years or more,English,FOUNTAIN VALLEY,ORANGE,$2.00 - $2.99,7day,MW,0,CircAdm,1
"$100,000 - $124,999",OWNER,Irish,N,13,65-69,English,GARDEN GROVE,ORANGE,$0.01 - $0.50,sunonly,MW,7,DirectMl,1
"$100,000 - $124,999",OWNER,unknown,N,4,40-44,unknown,FOUNTAIN VALLEY,ORANGE,$1.00 - $1.99,sunonlyt,FM,0,SCinsert,1
"$  70,000 - $79,999",OWNER,Hispanic,N,2,30-34,Spanish,WHITTIER,LOS ANGELES,$2.00 - $2.99,7day,FM,0,DirectMl,1
"$  20,000 - $29,999",OWNER,English,N,6,60-64,English,HUNTINGTON BEACH,ORANGE,$5.00 - $5.99,7day,MM,0,TeleIn,1
"$150,000 - $174,999",OWNER,Irish,N,20,65-69,English,HUNTINGTON BEACH,ORANGE,$9.00 - $9.99,7day,MM,0,VRU,1
"$  70,000 - $79,999",OWNER,Irish,N,13,70-74,English,FOUNTAIN VALLEY,ORANGE,$4.00 - $4.99,7day,MM,1,CustCall,0
"$125,000 - $149,999",OWNER,English,N,18,50-54,English,CORONA,RIVERSIDE,$4.00 - $4.99,soooooo,FE,0,TeleIn,1
"$  40,000 - $49,999",OWNER,Chinese,N,1,30-34,Chinese,ANAHEIM,ORANGE,$2.00 - $2.99,sunonly,MW,0,Crew3,0
"$125,000 - $149,999",OWNER,English,N,29,55-59,English,WESTMINSTER,ORANGE,$4.00 - $4.99,7day,MW,0,CustCall,1
"$200,000 - $249,999",OWNER,unknown,Y,3,40-44,unknown,CORONA,RIVERSIDE,$0.01 - $0.50,sunonly,FW,0,Partner,1
"$100,000 - $124,999",OWNER,Dutch,N,13,65-69,English,FOUNTAIN VALLEY,ORANGE,$0.01 - $0.50,sunonly,YM,0,Partner,1
"$100,000 - $124,999",RENTER,German,N,6,55-59,English,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,7day,YM,0,TeleIn,1
"$300,000 - $399,999",OWNER,German,N,38,65-69,English,WESTMINSTER,ORANGE,$9.00 - $9.99,7day,MM,0,CustCall,1
"$150,000 - $174,999",OWNER,English,N,20,55-59,English,GARDEN GROVE,ORANGE,$1.00 - $1.99,7day,MW,21,CustCall,1
"$  60,000 - $69,999",OWNER,Vietnamese,Y,19,55-59,Vietnamese,GARDEN GROVE,ORANGE,$1.00 - $1.99,thu-sun,MW,0,DirectMl,1
"$150,000 - $174,999",OWNER,Dutch,N,3,50-54,English,CORONA,RIVERSIDE,$2.00 - $2.99,7day,FW,0,TeleOut,1
"$125,000 - $149,999",OWNER,English,N,28,65-69,English,LAGUNA WOODS,ORANGE,$1.00 - $1.99,7dayt,MW,0,CustCall,1
"Under $20,000",RENTER,Italian,N,1,30-34,English,ANAHEIM,ORANGE,$4.00 - $4.99,7day,FE,0,Crew,1
"Under $20,000",OWNER,Hispanic,N,23,60-64,Spanish,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,MM,0,Partner,1
"$400,000 - $499,999",OWNER,English,Y,12,50-54,English,LADERA RANCH,ORANGE,$2.00 - $2.99,thu-sun,FW,0,TeleIn,1
"$300,000 - $399,999",OWNER,Irish,Y,7,45-49,English,MISSION VIEJO,ORANGE,$0.01 - $0.50,sunonly,MW,0,TeleOut,1
"$  90,000 - $99,999",OWNER,Hispanic,N,30,65-69,Spanish,IRVINE,ORANGE,$1.00 - $1.99,sunonly,MM,0,DirectMl,1
"$125,000 - $149,999",OWNER,German,Y,10,40-44,English,RANCHO SANTA MARGARITA,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"Under $20,000",RENTER,Italian,N,1,25-29,English,NEWPORT BEACH,ORANGE,$7.00 - $7.99,7day,YW,0,Crew,1
"$125,000 - $149,999",OWNER,German,Y,5,50-54,English,RANCHO SANTA MARGARITA,ORANGE,$0 - $0.01,sunonly,FW,0,Partner,1
"$125,000 - $149,999",OWNER,Norwegian,N,30,55-59,English,RANCHO SANTA MARGARITA,ORANGE,$0.01 - $0.50,sunonly,YW,0,Partner,1
"$150,000 - $174,999",OWNER,English,N,3,65-69,English,SAN CLEMENTE,ORANGE,$5.00 - $5.99,thu-sun,MW,0,Internet,1
"$150,000 - $174,999",OWNER,German,N,7,60-64,English,MISSION VIEJO,ORANGE,$4.00 - $4.99,7day,MM,0,CustCall,1
"$400,000 - $499,999",OWNER,Russian,N,23,65-69,English,NEWPORT COAST,ORANGE,$10.00 - $10.99,7day,MM,0,CustCall,0
"$175,000 - $199,999",OWNER,English,N,25,65-69,English,IRVINE,ORANGE,$7.00 - $7.99,7day,MW,0,CustCall,1
"$  40,000 - $49,999",OWNER,unknown,N,12,30-34,unknown,BUENA PARK,ORANGE,$0.01 - $0.50,sunonly,FW,0,Partner,1
"$  40,000 - $49,999",OWNER,unknown,N,12,30-34,unknown,BUENA PARK,ORANGE,$0 - $0.01,sunonly,FW,0,Partner,1
"$125,000 - $149,999",OWNER,English,N,1,70-74,English,LADERA RANCH,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$125,000 - $149,999",OWNER,unknown,N,18,65-69,unknown,LAGUNA NIGUEL,ORANGE,$4.00 - $4.99,7day,FW,0,CustCall,1
"$100,000 - $124,999",RENTER,English,N,3,60-64,English,IRVINE,ORANGE,$2.00 - $2.99,satsun,MW,0,DirectMl,1
"$  60,000 - $69,999",RENTER,Chinese,N,3,35-39,English,IRVINE,ORANGE,$4.00 - $4.99,7day,FM,0,Crew,1
"$100,000 - $124,999",OWNER,Portuguese,Y,13,50-54,English,RANCHO SANTA MARGARITA,ORANGE,$1.00 - $1.99,soootfs,FE,0,Crew,1
"$200,000 - $249,999",OWNER,unknown,Y,10,65-69,unknown,LADERA RANCH,ORANGE,$0 - $0.01,sunonly,FW,0,Partner,1
"$  70,000 - $79,999",OWNER,Romanian,Y,18,75 years or more,English,RANCHO SANTA MARGARITA,ORANGE,$4.00 - $4.99,7day,FM,0,TeleIn,1
"$100,000 - $124,999",OWNER,English,N,7,70-74,English,ALISO VIEJO,ORANGE,$0 - $0.01,7day,YW,0,Partner,1
"$  30,000 - $39,999",RENTER,English,Y,6,30-34,English,NEWPORT BEACH,ORANGE,$7.00 - $7.99,7day,YW,0,Crew,1
"$500,000 Plus",OWNER,Swedish,N,16,70-74,English,NEWPORT COAST,ORANGE,$10.00 - $10.99,7day,MW,0,CustCall,1
"$400,000 - $499,999",OWNER,English,Y,18,50-54,English,TRABUCO CANYON,ORANGE,$1.00 - $1.99,7dayt,FW,0,TeleIn,1
"$300,000 - $399,999",OWNER,Hispanic,N,13,50-54,Spanish,IRVINE,ORANGE,$2.00 - $2.99,7day,YM,0,CustCall,0
"$500,000 Plus",OWNER,unknown,N,2,50-54,unknown,TRABUCO CANYON,ORANGE,$0.51 - $0.99,sunonly,YW,0,TeleIn,1
"$100,000 - $124,999",OWNER,Hispanic,N,1,25-29,English,SAN CLEMENTE,ORANGE,$2.00 - $2.99,thu-sun,YW,0,Crew,1
"$175,000 - $199,999",OWNER,Indian,N,12,30-34,Hindi,IRVINE,ORANGE,$0.01 - $0.50,thu-sun,MW,0,TeleIn,0
"$  50,000 - $59,999",OWNER,Polish,N,6,55-59,English,LAGUNA NIGUEL,ORANGE,$2.00 - $2.99,thu-sun,YW,0,Internet,1
"$150,000 - $174,999",OWNER,English,Y,23,50-54,English,RANCHO SANTA MARGARITA,ORANGE,$4.00 - $4.99,7day,FW,1,CustCall,0
"$100,000 - $124,999",OWNER,Korean,N,7,65-69,English,BUENA PARK,ORANGE,$2.00 - $2.99,satsun,FW,0,CustCall,1
"$175,000 - $199,999",OWNER,English,Y,14,45-49,English,ALISO VIEJO,ORANGE,$2.00 - $2.99,soooooo,FW,0,Internet,1
"$  70,000 - $79,999",OWNER,Chinese,N,2,30-34,English,IRVINE,ORANGE,$1.00 - $1.99,7day,MW,1,TeleIn,1
"$200,000 - $249,999",OWNER,Hispanic,Y,4,35-39,English,LADERA RANCH,ORANGE,$6.00 - $6.99,7day,FW,0,System,1
"$100,000 - $124,999",RENTER,English,N,2,35-39,English,NEWPORT COAST,ORANGE,$2.00 - $2.99,sooooos,YW,0,System,1
"$125,000 - $149,999",OWNER,English,Y,6,75 years or more,English,DANA POINT,ORANGE,$4.00 - $4.99,7day,MW,0,CustCall,1
"$300,000 - $399,999",OWNER,Jewish,N,16,60-64,English,NEWPORT BEACH,ORANGE,$3.00 - $3.99,soooooo,MW,0,CustCall,1
"$125,000 - $149,999",OWNER,German,N,22,45-49,English,RANCHO SANTA MARGARITA,ORANGE,$1.00 - $1.99,7day,FW,0,Event,1
"$100,000 - $124,999",OWNER,Irish,N,23,75 years or more,English,RANCHO SANTA MARGARITA,ORANGE,$0.01 - $0.50,sunonly,MM,0,Event,1
"$  80,000 - $89,999",OWNER,Hispanic,N,4,25-29,Spanish,RANCHO SANTA MARGARITA,ORANGE,$0.01 - $0.50,sunonly,YW,0,Internet,1
"$  50,000 - $59,999",OWNER,English,Y,4,55-59,English,RANCHO SANTA MARGARITA,ORANGE,$2.00 - $2.99,sunonly,YM,0,CustCall,1
"$300,000 - $399,999",OWNER,German,N,24,55-59,English,TRABUCO CANYON,ORANGE,$0 - $0.01,sunonly,YW,0,Partner,1
"$125,000 - $149,999",OWNER,Jewish,N,3,30-34,English,IRVINE,ORANGE,$1.00 - $1.99,7day,MW,0,TeleIn,1
"$100,000 - $124,999",OWNER,unknown,N,18,55-59,unknown,IRVINE,ORANGE,$10.00 - $10.99,7day,FM,1,CustCall,0
"$  90,000 - $99,999",OWNER,Hispanic,N,10,50-54,Spanish,IRVINE,ORANGE,$0.01 - $0.50,thu-sun,MW,0,Kiosk,1
"$500,000 Plus",OWNER,Irish,N,20,70-74,English,NEWPORT BEACH,ORANGE,$0.01 - $0.50,7day,MW,0,CircAdm,1
"$300,000 - $399,999",OWNER,Polish,N,11,60-64,English,IRVINE,ORANGE,$4.00 - $4.99,thu-sunt,YM,0,CustCall,1
"$  90,000 - $99,999",OWNER,unknown,Y,3,45-49,unknown,LA HABRA,ORANGE,$1.00 - $1.99,sunonly,YW,0,CustCall,1
"$  80,000 - $89,999",OWNER,Hispanic,N,22,45-49,English,CORONA,RIVERSIDE,$2.00 - $2.99,thu-sun,FM,0,Crew,1
"$  60,000 - $69,999",RENTER,Hispanic,Y,6,55-59,Spanish,LA HABRA,ORANGE,$4.00 - $4.99,7day,YM,0,TeleOut,1
"$  70,000 - $79,999",RENTER,unknown,N,1,45-49,unknown,ANAHEIM,ORANGE,$0.01 - $0.50,thu-sun,MW,0,Partner,1
"$  40,000 - $49,999",OWNER,Hispanic,N,19,50-54,Spanish,ANAHEIM,ORANGE,$0.51 - $0.99,sunonly,MM,0,TeleOut,1
"Under $20,000",OWNER,Hispanic,N,22,65-69,English,ANAHEIM,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,1
"$150,000 - $174,999",OWNER,Italian,N,37,65-69,Italian,GARDEN GROVE,ORANGE,$2.00 - $2.99,thu-sun,FM,0,TeleIn,0
"$  90,000 - $99,999",OWNER,Chinese,N,1,30-34,English,CORONA,RIVERSIDE,$1.00 - $1.99,sunonly,MW,0,TeleOut,1
"$  80,000 - $89,999",OWNER,Hispanic,N,19,55-59,Spanish,SANTA ANA,ORANGE,$2.00 - $2.99,sunonly,MW,0,TeleIn,1
"$  30,000 - $39,999",OWNER,Swedish,N,54,75 years or more,English,SANTA ANA,ORANGE,$0.51 - $0.99,7day,MM,0,DirectMl,0
"Under $20,000",OWNER,Hispanic,N,23,75 years or more,English,LA HABRA,ORANGE,$4.00 - $4.99,7day,MM,0,Crew,1
"$  60,000 - $69,999",OWNER,English,N,56,60-64,English,CORONA,RIVERSIDE,$0 - $0.01,sunonly,FE,0,Partner,1
"$150,000 - $174,999",OWNER,Jewish,N,25,55-59,English,DIAMOND BAR,LOS ANGELES,$4.00 - $4.99,7day,FE,0,TeleOut,1
"$100,000 - $124,999",OWNER,unknown,N,5,25-29,unknown,DIAMOND BAR,LOS ANGELES,$0.51 - $0.99,7day,YW,0,TeleIn,1
"$200,000 - $249,999",OWNER,English,N,20,60-64,English,PLACENTIA,ORANGE,$4.00 - $4.99,7day,MM,0,TeleIn,1
"$  50,000 - $59,999",OWNER,Irish,N,40,70-74,English,SANTA ANA,ORANGE,$10.00 - $10.99,7day,MW,0,CustCall,0
"$100,000 - $124,999",OWNER,Hispanic,Y,15,50-54,Spanish,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"$  50,000 - $59,999",RENTER,German,N,1,35-39,English,LA HABRA,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,1
"$  70,000 - $79,999",OWNER,Chinese,N,3,35-39,English,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,FW,0,TeleOut,1
"$  20,000 - $29,999",OWNER,Hispanic,Y,18,45-49,Spanish,SANTA ANA,ORANGE,$2.00 - $2.99,sunonly,YM,0,Crew,1
"$  20,000 - $29,999",RENTER,Hispanic,Y,18,40-44,English,SANTA ANA,ORANGE,$2.00 - $2.99,thu-sunt,YM,0,TeleIn,1
"Under $20,000",RENTER,Hispanic,N,8,45-49,English,SANTA ANA,ORANGE,$5.00 - $5.99,7day,ME,0,TeleIn,1
"$  30,000 - $39,999",OWNER,Indian,N,26,55-59,Hindi,FULLERTON,ORANGE,$1.00 - $1.99,sunonly,MM,0,TeleIn,1
"$  80,000 - $89,999",OWNER,Hispanic,N,14,45-49,Spanish,CORONA,RIVERSIDE,$0 - $0.01,sunonly,MW,0,Partner,0
"Under $20,000",OWNER,Hispanic,Y,16,70-74,Spanish,CYPRESS,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$  20,000 - $29,999",OWNER,Hispanic,N,9,24 years or less,Spanish,ANAHEIM,ORANGE,$1.00 - $1.99,7day,FM,0,CircAdm,1
"Under $20,000",OWNER,Polish,N,4,25-29,English,COSTA MESA,ORANGE,$1.00 - $1.99,sunonly,FM,0,TeleIn,1
"$  20,000 - $29,999",RENTER,Hispanic,N,4,25-29,Spanish,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"Under $20,000",RENTER,English,N,16,35-39,English,ANAHEIM,ORANGE,$4.00 - $4.99,7day,FE,0,TeleIn,1
"$  40,000 - $49,999",OWNER,Hispanic,N,9,45-49,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$  20,000 - $29,999",RENTER,Jewish,N,1,25-29,English,GARDEN GROVE,ORANGE,$6.00 - $6.99,7day,FM,0,CustCall,1
"$  90,000 - $99,999",OWNER,Hispanic,N,43,75 years or more,Spanish,CORONA,RIVERSIDE,$0 - $0.01,thu-sun,FE,0,CircAdm,1
"$  50,000 - $59,999",OWNER,English,N,2,65-69,English,SANTA ANA,ORANGE,$3.00 - $3.99,thu-sun,MM,0,Kiosk1,1
"$150,000 - $174,999",OWNER,English,N,15,50-54,English,NORCO,RIVERSIDE,$0.01 - $0.50,sunonly,FW,0,Partner,1
"Under $20,000",RENTER,Hispanic,N,1,24 years or less,Spanish,SANTA ANA,ORANGE,$3.00 - $3.99,7day,FE,0,Crew1,0
"$175,000 - $199,999",OWNER,Hispanic,Y,44,75 years or more,Spanish,ANAHEIM,ORANGE,$10.00 - $10.99,7day,MW,0,CustCall,0
"$  70,000 - $79,999",RENTER,Irish,N,1,75 years or more,English,COSTA MESA,ORANGE,$1.00 - $1.99,sunonlyt,MM,0,CustCall,1
"$  30,000 - $39,999",OWNER,German,N,39,75 years or more,English,GARDEN GROVE,ORANGE,$1.00 - $1.99,thu-sun,MM,0,CustCall,0
"$  30,000 - $39,999",RENTER,Hispanic,N,2,30-34,Spanish,ANAHEIM,ORANGE,$4.00 - $4.99,soootfs,FE,0,Crew,1
"$150,000 - $174,999",OWNER,Irish,Y,12,50-54,English,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,FW,0,Partner,1
"$  20,000 - $29,999",RENTER,Hispanic,N,10,45-49,Spanish,SANTA ANA,ORANGE,$5.00 - $5.99,7day,FE,0,TeleOut,1
"$100,000 - $124,999",OWNER,Portuguese,N,32,55-59,English,WESTMINSTER,ORANGE,$0.51 - $0.99,thu-sun,FM,0,Internet,1
"$  30,000 - $39,999",OWNER,Hispanic,Y,24,45-49,English,CYPRESS,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,1
"$100,000 - $124,999",RENTER,Chinese,N,1,25-29,English,LA HABRA,ORANGE,$0.01 - $0.50,sunonly,ME,0,Crew,0
"$  30,000 - $39,999",OWNER,Hispanic,N,15,40-44,English,ANAHEIM,ORANGE,$0.01 - $0.50,7day,MW,0,System,1
"$  90,000 - $99,999",OWNER,Vietnamese,N,4,45-49,Vietnamese,FOUNTAIN VALLEY,ORANGE,$1.00 - $1.99,thu-sun,MM,0,CircAdm,1
"$  40,000 - $49,999",OWNER,Hispanic,N,18,45-49,Spanish,SANTA ANA,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,0
"$100,000 - $124,999",OWNER,Irish,N,14,60-64,English,PLACENTIA,ORANGE,$0.01 - $0.50,sunonly,YW,0,Partner,1
"$  90,000 - $99,999",OWNER,Italian,N,36,50-54,English,FULLERTON,ORANGE,$1.00 - $1.99,sunonly,FM,0,CustCall,1
"$175,000 - $199,999",OWNER,Danish,Y,1,45-49,English,FULLERTON,ORANGE,$7.00 - $7.99,7day,FM,0,Internet,1
"$  70,000 - $79,999",OWNER,Hispanic,N,10,40-44,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,MM,0,Partner,1
"$  80,000 - $89,999",OWNER,unknown,N,32,65-69,unknown,FULLERTON,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,1
"$  50,000 - $59,999",OWNER,English,N,7,30-34,English,ANAHEIM,ORANGE,$8.00 - $8.99,7day,YW,1,CustCall,1
"$  50,000 - $59,999",RENTER,Romanian,N,25,50-54,Romanian,ANAHEIM,ORANGE,$1.00 - $1.99,sunonly,YM,0,RetenIn,1
"$  70,000 - $79,999",OWNER,Hispanic,N,3,35-39,Spanish,CORONA,RIVERSIDE,$0.01 - $0.50,7day,MM,0,RetenIn,1
"$  20,000 - $29,999",RENTER,Hispanic,N,3,55-59,Spanish,GARDEN GROVE,ORANGE,$0.51 - $0.99,7dayt,MM,0,TeleIn,1
"$  30,000 - $39,999",OWNER,Hispanic,N,8,50-54,Spanish,WESTMINSTER,ORANGE,$1.00 - $1.99,thu-sun,FE,0,Crew,1
"$175,000 - $199,999",OWNER,German,N,8,60-64,English,FOUNTAIN VALLEY,ORANGE,$4.00 - $4.99,sunonly,MW,0,RetenIn,0
"$125,000 - $149,999",OWNER,Hispanic,N,12,45-49,Spanish,CORONA,RIVERSIDE,$0 - $0.01,sunonly,FE,0,Partner,1
"$100,000 - $124,999",OWNER,English,N,41,75 years or more,English,ORANGE,ORANGE,$4.00 - $4.99,7day,FM,1,TeleIn,1
"$  70,000 - $79,999",RENTER,English,N,1,65-69,English,HUNTINGTON BEACH,ORANGE,$9.00 - $9.99,7day,MW,0,VRU,1
"$100,000 - $124,999",OWNER,Vietnamese,Y,15,40-44,English,SANTA ANA,ORANGE,$2.00 - $2.99,7day,FM,0,TeleIn,1
"$  70,000 - $79,999",OWNER,Hispanic,N,2,65-69,English,WESTMINSTER,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,Y,14,40-44,Spanish,CORONA,RIVERSIDE,$0.51 - $0.99,thu-sun,YM,0,Crew,1
"$  80,000 - $89,999",OWNER,Hispanic,Y,5,45-49,Spanish,BUENA PARK,ORANGE,$5.00 - $5.99,7day,FM,0,CustCall,1
"$125,000 - $149,999",OWNER,Hispanic,Y,43,70-74,Spanish,FOUNTAIN VALLEY,ORANGE,$7.00 - $7.99,7day,FM,8,TeleIn,1
"$  50,000 - $59,999",OWNER,Japanese,N,1,45-49,English,FOUNTAIN VALLEY,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,1
"$100,000 - $124,999",OWNER,English,N,30,60-64,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,7dayt,MW,0,TeleIn,1
"$100,000 - $124,999",OWNER,English,Y,29,60-64,English,PLACENTIA,ORANGE,$0.51 - $0.99,fri-sun,FM,0,CircAdm,1
"Under $20,000",RENTER,Hispanic,N,2,50-54,Spanish,ANAHEIM,ORANGE,$0.01 - $0.50,thu-sun,ME,0,Crew,0
"$100,000 - $124,999",OWNER,Italian,N,10,45-49,Italian,SANTA ANA,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$200,000 - $249,999",OWNER,English,N,7,50-54,English,CYPRESS,ORANGE,$6.00 - $6.99,7day,MM,0,CustCall,1
"$150,000 - $174,999",OWNER,Scottish (Scotch),N,12,55-59,English,CYPRESS,ORANGE,$9.00 - $9.99,7day,MM,0,CustCall,1
"$  40,000 - $49,999",OWNER,Hispanic,N,10,50-54,Spanish,WESTMINSTER,ORANGE,$4.00 - $4.99,7day,MW,0,CustCall,1
"$  30,000 - $39,999",RENTER,Vietnamese,N,4,25-29,English,GARDEN GROVE,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,0
"$100,000 - $124,999",OWNER,Hispanic,N,10,50-54,English,HUNTINGTON BEACH,ORANGE,$0.51 - $0.99,7day,MW,1,TeleIn,1
"Under $20,000",RENTER,Welsh,N,11,55-59,English,CYPRESS,ORANGE,$2.00 - $2.99,thu-sunt,FM,0,TeleIn,1
"$200,000 - $249,999",OWNER,Hispanic,Y,3,45-49,Spanish,FULLERTON,ORANGE,$1.00 - $1.99,thu-sun,FM,0,Crew,1
"$200,000 - $249,999",OWNER,Hispanic,Y,3,45-49,Spanish,FULLERTON,ORANGE,$3.00 - $3.99,thu-sun,FM,0,Crew,1
"$300,000 - $399,999",OWNER,German,N,23,70-74,German,LAGUNA BEACH,ORANGE,$3.00 - $3.99,sun-fri,MW,0,VRU,1
"$  70,000 - $79,999",OWNER,Hispanic,N,18,55-59,Spanish,SANTA ANA,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"Under $20,000",RENTER,German,Y,1,25-29,English,ANAHEIM,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,1
"$  20,000 - $29,999",RENTER,Hispanic,N,1,24 years or less,English,SANTA ANA,ORANGE,$1.00 - $1.99,thu-sun,FE,0,Kiosk,1
"$  30,000 - $39,999",RENTER,German,Y,13,60-64,English,CYPRESS,ORANGE,$4.00 - $4.99,7day,YM,0,TeleOut,1
"$  50,000 - $59,999",RENTER,Korean,N,4,60-64,Korean,CYPRESS,ORANGE,$0.01 - $0.50,sunonly,YM,0,Partner,0
"$100,000 - $124,999",OWNER,English,N,38,75 years or more,English,HUNTINGTON BEACH,ORANGE,$6.00 - $6.99,7day,MM,0,CustCall,0
"$125,000 - $149,999",RENTER,Korean,N,1,25-29,Korean,IRVINE,ORANGE,$1.00 - $1.99,sunonly,YM,0,TeleIn,1
"$175,000 - $199,999",OWNER,English,N,13,35-39,English,ALISO VIEJO,ORANGE,$4.00 - $4.99,7day,FM,0,Crew,1
"$  80,000 - $89,999",OWNER,Chinese,N,2,30-34,English,RANCHO SANTA MARGARITA,ORANGE,$1.00 - $1.99,soootfst,YW,0,TeleIn,1
"$  40,000 - $49,999",OWNER,Italian,N,1,30-34,English,RANCHO SANTA MARGARITA,ORANGE,$1.00 - $1.99,7day,YM,0,CircAdm,1
"Under $20,000",RENTER,Hispanic,N,3,30-34,English,ANAHEIM,ORANGE,$4.00 - $4.99,7day,FE,0,TeleIn,1
"$100,000 - $124,999",OWNER,Hispanic,Y,18,50-54,Spanish,LA HABRA,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$125,000 - $149,999",OWNER,English,Y,21,50-54,English,IRVINE,ORANGE,$4.00 - $4.99,7day,YM,0,CustCall,1
"$  20,000 - $29,999",OWNER,Hispanic,N,17,50-54,English,SANTA ANA,ORANGE,$4.00 - $4.99,7day,FE,0,TeleOut,1
"$  80,000 - $89,999",OWNER,Vietnamese,N,18,55-59,Vietnamese,WESTMINSTER,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$125,000 - $149,999",OWNER,English,N,7,70-74,English,FOUNTAIN VALLEY,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,1
"$  50,000 - $59,999",RENTER,English,N,6,45-49,English,LA HABRA,ORANGE,$2.00 - $2.99,7day,YM,0,Crew,1
"$  40,000 - $49,999",RENTER,Hispanic,Y,7,50-54,Spanish,CORONA,RIVERSIDE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"Under $20,000",RENTER,Filipino (Philippine),N,3,60-64,English,ANAHEIM,ORANGE,$1.00 - $1.99,sunonly,YM,0,TeleIn,1
"$  60,000 - $69,999",RENTER,Hispanic,Y,2,35-39,English,LA HABRA,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,1
"Under $20,000",RENTER,African (other),N,1,24 years or less,English,ANAHEIM,ORANGE,$1.00 - $1.99,sunonly,YW,0,Partner,1
"$  50,000 - $59,999",OWNER,Scottish (Scotch),N,13,35-39,English,ALISO VIEJO,ORANGE,$4.00 - $4.99,7day,YM,0,Crew,1
"$  80,000 - $89,999",OWNER,Serbian,N,26,75 years or more,English,HUNTINGTON BEACH,ORANGE,$8.00 - $8.99,7day,MW,0,CustCall,0
"$  80,000 - $89,999",OWNER,Korean,Y,21,45-49,Korean,GARDEN GROVE,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$150,000 - $174,999",OWNER,Vietnamese,N,14,40-44,English,FOUNTAIN VALLEY,ORANGE,$0.01 - $0.50,sunonly,MM,0,DIRECTM4,0
"$300,000 - $399,999",OWNER,German,Y,5,40-44,English,FOUNTAIN VALLEY,ORANGE,$2.00 - $2.99,7day,MW,4,TeleIn,1
"$  40,000 - $49,999",OWNER,Hispanic,N,6,45-49,Spanish,GARDEN GROVE,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$  40,000 - $49,999",OWNER,French,Y,20,75 years or more,English,CORONA,RIVERSIDE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"$100,000 - $124,999",OWNER,Swedish,Y,21,45-49,English,PLACENTIA,ORANGE,$2.00 - $2.99,thu-sun,YW,0,Crew,1
"Under $20,000",RENTER,Hispanic,N,3,25-29,Spanish,ANAHEIM,ORANGE,$1.00 - $1.99,7day,YM,0,Crew,1
"$  90,000 - $99,999",OWNER,Chinese,Y,17,40-44,Chinese,WESTMINSTER,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$175,000 - $199,999",OWNER,Irish,Y,20,55-59,English,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$125,000 - $149,999",OWNER,German,Y,20,55-59,English,HUNTINGTON BEACH,ORANGE,$6.00 - $6.99,thu-sun,MW,0,TeleIn,1
"$  40,000 - $49,999",RENTER,Hispanic,N,3,25-29,Spanish,SANTA ANA,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,1
"$  90,000 - $99,999",OWNER,Hispanic,Y,22,55-59,Spanish,ANAHEIM,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$125,000 - $149,999",OWNER,Scottish (Scotch),N,3,50-54,English,CORONA,RIVERSIDE,$1.00 - $1.99,7day,YM,0,TeleIn,1
"$200,000 - $249,999",OWNER,Danish,Y,14,45-49,English,HUNTINGTON BEACH,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,0
