HH Income,Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Age range,Language,City,County,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,is_churned
"$500,000 Plus",OWNER,English,N,11,65-69,English,NEWPORT COAST,ORANGE,$0 - $0.01,thu-sun,YW,0,CircAdm,1
"$125,000 - $149,999",OWNER,French,Y,6,60-64,English,RANCHO SANTA MARGARITA,ORANGE,$3.00 - $3.99,thu-sun,MW,0,CustCall,1
"$125,000 - $149,999",OWNER,Chinese,N,5,45-49,English,IRVINE,ORANGE,$1.00 - $1.99,sunonlyt,MW,0,CustCall,1
"$  50,000 - $59,999",OWNER,French,N,2,75 years or more,English,IRVINE,ORANGE,$1.00 - $1.99,7day,FM,0,DirectMl,1
"$100,000 - $124,999",OWNER,English,N,19,60-64,English,NEWPORT BEACH,ORANGE,$1.00 - $1.99,7day,MW,0,CircAdm,1
"$  30,000 - $39,999",RENTER,English,N,18,60-64,English,COSTA MESA,ORANGE,$2.00 - $2.99,thu-sun,YM,0,Crew,1
"$  90,000 - $99,999",OWNER,Hispanic,N,33,70-74,English,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"Under $20,000",RENTER,Hispanic,N,8,35-39,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"$  70,000 - $79,999",OWNER,Hispanic,N,8,50-54,Spanish,SANTA ANA,ORANGE,$2.00 - $2.99,sunonly,FE,0,TeleIn,1
"$  20,000 - $29,999",OWNER,Jewish,N,4,35-39,English,FULLERTON,ORANGE,$2.00 - $2.99,thu-sun,FE,0,TeleOut,1
"$100,000 - $124,999",OWNER,English,N,33,75 years or more,English,ORANGE,ORANGE,$3.00 - $3.99,sunonly,MM,0,CustCall,0
"$  60,000 - $69,999",RENTER,Hispanic,N,2,30-34,Spanish,IRVINE,ORANGE,$0.01 - $0.50,sunonly,YM,0,Partner,1
"$150,000 - $174,999",OWNER,French,N,4,40-44,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,thu-sun,YM,0,Crew,1
"$  30,000 - $39,999",OWNER,English,N,20,55-59,English,COSTA MESA,ORANGE,$1.00 - $1.99,7day,YM,0,Crew,1
"$  50,000 - $59,999",OWNER,Hispanic,N,6,25-29,Spanish,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,MM,0,Partner,1
"$175,000 - $199,999",OWNER,English,N,22,65-69,English,ORANGE,ORANGE,$4.00 - $4.99,7day,MW,0,System,1
"$  80,000 - $89,999",OWNER,unknown,N,4,40-44,unknown,FULLERTON,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$  70,000 - $79,999",OWNER,German,Y,25,45-49,English,FULLERTON,ORANGE,$3.00 - $3.99,thu-sun,FM,0,Crew,1
"$  60,000 - $69,999",OWNER,Austrian,N,6,65-69,English,PLACENTIA,ORANGE,$2.00 - $2.99,thu-sun,YM,0,TeleOut,1
"$100,000 - $124,999",OWNER,German,N,30,60-64,English,ANAHEIM,ORANGE,$3.00 - $3.99,sunonly,FM,0,CustCall,1
"$  20,000 - $29,999",OWNER,Hispanic,N,14,45-49,English,LA HABRA,ORANGE,$0.01 - $0.50,sunonly,FE,0,Partner,1
"Under $20,000",RENTER,Hispanic,N,11,35-39,Spanish,FULLERTON,ORANGE,$0.01 - $0.50,sunonly,YM,0,Partner,1
"$300,000 - $399,999",OWNER,English,N,16,30-34,English,NEWPORT BEACH,ORANGE,$0.01 - $0.50,thu-sun,MM,0,Internet,0
"$  30,000 - $39,999",RENTER,English,N,1,40-44,English,ANAHEIM,ORANGE,$3.00 - $3.99,soooooo,FE,0,CustCall,1
"$175,000 - $199,999",OWNER,English,Y,28,60-64,English,CORONA,RIVERSIDE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,N,1,24 years or less,English,ORANGE,ORANGE,$0.01 - $0.50,sunonly,YM,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,N,5,24 years or less,Spanish,ORANGE,ORANGE,$4.00 - $4.99,7day,YM,0,Kiosk,1
"$150,000 - $174,999",OWNER,Irish,N,29,60-64,English,LAKE FOREST,ORANGE,$10.00 - $10.99,7day,MW,0,CustCall,1
"$  40,000 - $49,999",RENTER,Arab,N,2,30-34,English,LAKE FOREST,ORANGE,$4.00 - $4.99,7day,FW,0,Crew,1
"$400,000 - $499,999",OWNER,Chinese,N,24,50-54,English,YORBA LINDA,ORANGE,$0.01 - $0.50,sunonly,FW,0,CircAdm,1
"$150,000 - $174,999",OWNER,unknown,Y,20,40-44,unknown,PLACENTIA,ORANGE,$0.01 - $0.50,sunonly,FW,0,DirectMl,0
"$125,000 - $149,999",OWNER,Scottish (Scotch),N,21,60-64,English,SANTA ANA,ORANGE,$4.00 - $4.99,7day,MM,0,VRU,1
"$100,000 - $124,999",OWNER,Hispanic,N,8,55-59,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,MW,0,TeleIn,1
"$300,000 - $399,999",OWNER,Jewish,N,30,60-64,English,FULLERTON,ORANGE,$0.01 - $0.50,sunonly,MW,0,Email,1
"$  40,000 - $49,999",OWNER,Italian,N,14,50-54,English,SANTA ANA,ORANGE,$0.01 - $0.50,thu-sun,FE,0,TeleOut,1
"$  30,000 - $39,999",RENTER,Hispanic,N,6,24 years or less,English,SANTA ANA,ORANGE,$0.51 - $0.99,sunonly,FE,0,TeleOut,1
"Under $20,000",RENTER,Hispanic,N,1,30-34,Spanish,SANTA ANA,ORANGE,$2.00 - $2.99,soootfs,FE,0,TeleIn,1
"$300,000 - $399,999",OWNER,Italian,N,4,40-44,English,NEWPORT BEACH,ORANGE,$2.00 - $2.99,7dayt,MW,0,CustCall,1
"$200,000 - $249,999",OWNER,Vietnamese,N,7,30-34,English,FULLERTON,ORANGE,$2.00 - $2.99,fri-sun,YW,0,CustCall,1
"$  50,000 - $59,999",OWNER,Hispanic,N,10,24 years or less,English,FULLERTON,ORANGE,$0 - $0.01,7day,FM,0,Partner,0
"$  50,000 - $59,999",OWNER,Scottish (Scotch),N,13,60-64,English,LAKE FOREST,ORANGE,$0.01 - $0.50,7day,YW,0,CircAdm,1
"$  90,000 - $99,999",OWNER,English,N,2,35-39,English,ANAHEIM,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$  40,000 - $49,999",RENTER,German,N,1,45-49,English,SANTA ANA,ORANGE,$7.00 - $7.99,sunonly,MW,36,System,0
"$  30,000 - $39,999",OWNER,Hispanic,Y,12,45-49,Spanish,ANAHEIM,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,0
"$  30,000 - $39,999",OWNER,Chinese,N,1,50-54,English,SANTA ANA,ORANGE,$1.00 - $1.99,7day,FE,0,SCinsert,1
"$400,000 - $499,999",OWNER,Italian,Y,5,40-44,English,YORBA LINDA,ORANGE,$0.01 - $0.50,sunonly,FW,0,Internet,0
"$125,000 - $149,999",OWNER,unknown,N,6,60-64,unknown,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,sunonly,YM,3,CustCall,1
"$125,000 - $149,999",RENTER,Hispanic,Y,7,40-44,Spanish,RANCHO SANTA MARGARITA,ORANGE,$4.00 - $4.99,7day,YM,0,Crew,1
"$150,000 - $174,999",RENTER,Scottish (Scotch),N,6,35-39,English,RANCHO SANTA MARGARITA,ORANGE,$1.00 - $1.99,sunonly,YM,0,Crew,1
"$  90,000 - $99,999",RENTER,English,N,4,60-64,English,RANCHO SANTA MARGARITA,ORANGE,$4.00 - $4.99,7day,YM,0,Crew,1
"$175,000 - $199,999",RENTER,Hispanic,N,8,45-49,Spanish,RANCHO SANTA MARGARITA,ORANGE,$1.00 - $1.99,sunonly,YM,0,TeleOut,1
"$  60,000 - $69,999",RENTER,Hispanic,N,5,50-54,English,HUNTINGTON BEACH,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,1
"$  50,000 - $59,999",OWNER,unknown,N,24,75 years or more,unknown,LAGUNA WOODS,ORANGE,$5.00 - $5.99,7dayt,ME,0,System,1
"Under $20,000",RENTER,Hispanic,N,2,24 years or less,English,ANAHEIM,ORANGE,$0.51 - $0.99,soooooo,FE,0,TeleIn,1
"$  50,000 - $59,999",OWNER,Vietnamese,N,8,30-34,Vietnamese,ANAHEIM,ORANGE,$1.00 - $1.99,7day,FM,0,Crew,1
"$125,000 - $149,999",RENTER,German,N,7,65-69,English,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,thu-sun,YM,0,Partner,1
"$300,000 - $399,999",OWNER,Irish,Y,24,50-54,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,thu-sun,MM,0,Crew,1
"$  90,000 - $99,999",OWNER,Vietnamese,N,11,40-44,Vietnamese,COSTA MESA,ORANGE,$5.00 - $5.99,7day,MM,0,CustCall,1
"Under $20,000",RENTER,Hispanic,N,5,30-34,Spanish,ANAHEIM,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,1
"$125,000 - $149,999",OWNER,English,N,4,35-39,English,LAKE FOREST,ORANGE,$4.00 - $4.99,7day,YM,0,TeleOut,1
"$125,000 - $149,999",OWNER,English,N,4,35-39,English,LAKE FOREST,ORANGE,$0.01 - $0.50,sunonly,YM,0,Partner,0
"$  30,000 - $39,999",RENTER,English,N,7,55-59,English,LAKE FOREST,ORANGE,$2.00 - $2.99,thu-sun,YM,0,Crew,1
"$125,000 - $149,999",OWNER,English,N,23,75 years or more,English,LAKE FOREST,ORANGE,$2.00 - $2.99,thu-sun,YW,0,Crew,1
"$150,000 - $174,999",OWNER,Italian,Y,39,75 years or more,English,ANAHEIM,ORANGE,$2.00 - $2.99,sunonly,FM,0,CustCall,1
"$  70,000 - $79,999",RENTER,Jewish,N,33,60-64,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,7dayol,YM,0,Internet,1
"$  90,000 - $99,999",RENTER,Hispanic,Y,11,45-49,English,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,7day,YM,0,CustCall,1
"$  80,000 - $89,999",RENTER,Norwegian,N,9,35-39,English,HUNTINGTON BEACH,ORANGE,$4.00 - $4.99,7day,YM,0,Crew,1
"$175,000 - $199,999",OWNER,English,N,24,60-64,English,TRABUCO CANYON,ORANGE,$8.00 - $8.99,7day,FW,5,System,0
"$125,000 - $149,999",OWNER,Hispanic,N,24,45-49,English,YORBA LINDA,ORANGE,$0 - $0.01,sunonly,YW,0,Partner,1
"$  50,000 - $59,999",OWNER,Hispanic,Y,13,45-49,English,SANTA ANA,ORANGE,$0.51 - $0.99,sunonly,FE,0,TeleOut,1
"$  60,000 - $69,999",RENTER,English,N,1,70-74,English,LAGUNA WOODS,ORANGE,$5.00 - $5.99,soootfs,YM,1,TeleIn,1
"$125,000 - $149,999",OWNER,Chinese,N,6,50-54,English,FULLERTON,ORANGE,$0 - $0.01,sunonly,MW,0,Partner,1
"$  70,000 - $79,999",OWNER,Italian,N,18,50-54,English,ANAHEIM,ORANGE,$5.00 - $5.99,7day,FM,0,Crew,0
"$  60,000 - $69,999",OWNER,Scottish (Scotch),N,24,75 years or more,English,LAKE FOREST,ORANGE,$2.00 - $2.99,sunonly,FW,8,CustCall,0
"$  20,000 - $29,999",OWNER,Welsh,Y,22,75 years or more,English,LAKE FOREST,ORANGE,$0.01 - $0.50,sunonly,FW,12,Email,1
"$  80,000 - $89,999",OWNER,Scottish (Scotch),N,30,65-69,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,7day,MM,1,Internet,1
"$100,000 - $124,999",OWNER,Albanian,Y,3,35-39,English,PLACENTIA,ORANGE,$1.00 - $1.99,7day,YW,2,CustCall,1
"$100,000 - $124,999",RENTER,Korean,Y,1,45-49,Korean,IRVINE,ORANGE,$1.00 - $1.99,sunonly,YM,0,TeleIn,1
"$  40,000 - $49,999",OWNER,Hispanic,N,25,55-59,Spanish,COSTA MESA,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,1
"$200,000 - $249,999",OWNER,Hispanic,N,3,35-39,Spanish,YORBA LINDA,ORANGE,$1.00 - $1.99,7day,FW,2,SCinsert,1
"$  60,000 - $69,999",OWNER,Dutch,Y,10,75 years or more,English,MISSION VIEJO,ORANGE,$4.00 - $4.99,7day,MM,0,CustCall,1
"$  50,000 - $59,999",OWNER,Scottish (Scotch),N,20,45-49,English,MISSION VIEJO,ORANGE,$2.00 - $2.99,sunonly,MW,0,Crew,1
"$  50,000 - $59,999",OWNER,English,N,13,65-69,English,PLACENTIA,ORANGE,$3.00 - $3.99,sunonly,FM,0,System,1
"$  30,000 - $39,999",OWNER,Hispanic,N,10,40-44,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$  30,000 - $39,999",OWNER,Hispanic,Y,10,45-49,Spanish,ANAHEIM,ORANGE,$7.00 - $7.99,7day,MM,0,Kiosk,1
"$300,000 - $399,999",OWNER,English,N,40,75 years or more,English,LAKE FOREST,ORANGE,$10.00 - $10.99,7day,YW,0,CustCall,0
"$  70,000 - $79,999",OWNER,Scottish (Scotch),N,12,75 years or more,English,NEWPORT BEACH,ORANGE,$8.00 - $8.99,7day,MM,0,CustCall,0
"$  30,000 - $39,999",OWNER,Italian,N,27,75 years or more,English,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,MM,0,Partner,1
"$  80,000 - $89,999",OWNER,Hispanic,N,4,40-44,Spanish,SANTA ANA,ORANGE,$4.00 - $4.99,7day,FM,0,TeleIn,1
"$100,000 - $124,999",OWNER,German,Y,10,50-54,English,SANTA ANA,ORANGE,$0.01 - $0.50,7day,MW,0,Crew,1
"$100,000 - $124,999",OWNER,Swedish,N,2,35-39,English,SANTA ANA,ORANGE,$1.00 - $1.99,sunonly,FM,0,CustCall,1
"Under $20,000",OWNER,Irish,N,14,75 years or more,English,LAGUNA WOODS,ORANGE,$5.00 - $5.99,7day,ME,0,CustCall,0
"$  30,000 - $39,999",OWNER,Hispanic,N,30,70-74,Spanish,SANTA ANA,ORANGE,$2.00 - $2.99,sunonly,MW,0,Kiosk,1
"$  30,000 - $39,999",OWNER,Hispanic,Y,34,35-39,Spanish,SANTA ANA,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,1
"$  60,000 - $69,999",OWNER,African (other),N,15,50-54,English,LAKE FOREST,ORANGE,$7.00 - $7.99,7day,YW,20,TeleIn,0
"$125,000 - $149,999",OWNER,Scottish (Scotch),N,1,45-49,English,TRABUCO CANYON,ORANGE,$2.00 - $2.99,sunonly,YW,0,Partner,0
"$  70,000 - $79,999",RENTER,Armenian,N,3,45-49,English,SAN CLEMENTE,ORANGE,$0.51 - $0.99,thu-sun,FM,0,Crew,1
"$150,000 - $174,999",OWNER,German,Y,6,40-44,English,CORONA DEL MAR,ORANGE,$1.00 - $1.99,fri-sun,MW,0,DirectMl,1
"$  70,000 - $79,999",RENTER,English,N,2,60-64,English,LA HABRA,ORANGE,$6.00 - $6.99,7day,MM,0,TeleIn,1
"$150,000 - $174,999",OWNER,Chinese,N,6,40-44,English,IRVINE,ORANGE,$3.00 - $3.99,thu-sun,YM,0,Crew1,1
"$150,000 - $174,999",RENTER,English,Y,12,45-49,English,NEWPORT BEACH,ORANGE,$10.00 - $10.99,7day,YM,0,CustCall,1
"$500,000 Plus",OWNER,Irish,N,23,60-64,English,ANAHEIM,ORANGE,$5.00 - $5.99,7day,FW,0,CustCall,0
"$  20,000 - $29,999",RENTER,Italian,N,7,65-69,English,PLACENTIA,ORANGE,$1.00 - $1.99,7day,YM,0,Kiosk,1
"$100,000 - $124,999",OWNER,English,N,20,45-49,English,ANAHEIM,ORANGE,$7.00 - $7.99,7day,MW,12,Kiosk,1
"$125,000 - $149,999",RENTER,English,Y,8,25-29,English,CORONA,RIVERSIDE,$4.00 - $4.99,7day,YW,0,CustCall,1
"$175,000 - $199,999",OWNER,French,N,9,35-39,English,SAN CLEMENTE,ORANGE,$0.01 - $0.50,sunonly,YW,0,Kiosk,0
"$  30,000 - $39,999",OWNER,Hispanic,N,7,55-59,Spanish,SANTA ANA,ORANGE,$1.00 - $1.99,thu-sun,MM,0,Kiosk,1
"$175,000 - $199,999",OWNER,Irish,N,23,75 years or more,English,SAN CLEMENTE,ORANGE,$10.00 - $10.99,7day,MW,0,TeleIn,0
"$400,000 - $499,999",OWNER,Dutch,Y,11,45-49,English,YORBA LINDA,ORANGE,$4.00 - $4.99,7day,YW,0,DirectMl,1
"$  80,000 - $89,999",OWNER,unknown,N,23,55-59,unknown,YORBA LINDA,ORANGE,$0.51 - $0.99,sunonly,YW,0,TeleIn,0
"$  40,000 - $49,999",OWNER,French,N,37,70-74,English,YORBA LINDA,ORANGE,$3.00 - $3.99,7day,MM,2,DirectMl,1
"$175,000 - $199,999",OWNER,Irish,N,28,70-74,English,CORONA DEL MAR,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$125,000 - $149,999",OWNER,Hispanic,Y,12,40-44,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FE,0,TeleOut,1
"$  20,000 - $29,999",RENTER,Hispanic,N,4,25-29,English,SANTA ANA,ORANGE,$2.00 - $2.99,thu-sun,YM,0,TeleIn,1
"$  60,000 - $69,999",RENTER,Hispanic,N,1,45-49,English,SANTA ANA,ORANGE,$4.00 - $4.99,7day,YM,0,Crew,1
"$  20,000 - $29,999",RENTER,Hispanic,N,14,50-54,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,thu-sun,YM,0,Partner,1
"$  40,000 - $49,999",RENTER,Hispanic,N,1,25-29,Spanish,SANTA ANA,ORANGE,$0 - $0.01,7day,YM,0,Partner,0
"$100,000 - $124,999",OWNER,unknown,N,38,60-64,unknown,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,7day,MM,0,TeleIn,1
"Under $20,000",OWNER,English,Y,17,35-39,English,MISSION VIEJO,ORANGE,$1.00 - $1.99,sunonly,FM,0,Crew,1
"$200,000 - $249,999",OWNER,Indian,N,2,50-54,Hindi,FULLERTON,ORANGE,$5.00 - $5.99,7day,MW,0,VRU,1
"Under $20,000",RENTER,Hispanic,N,1,24 years or less,English,ANAHEIM,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,1
"$500,000 Plus",OWNER,Filipino (Philippine),N,31,65-69,English,YORBA LINDA,ORANGE,$0.01 - $0.50,thu-sun,FW,0,Partner,1
"$125,000 - $149,999",OWNER,Irish,N,21,50-54,English,MISSION VIEJO,ORANGE,$3.00 - $3.99,sunonly,MW,0,System,0
"$100,000 - $124,999",OWNER,Chinese,N,21,55-59,English,LAKE FOREST,ORANGE,$0.01 - $0.50,sunonly,YW,0,TeleIn,0
"$125,000 - $149,999",OWNER,English,N,17,50-54,English,MISSION VIEJO,ORANGE,$0.01 - $0.50,sunonly,MW,0,System,1
"$100,000 - $124,999",OWNER,Hispanic,N,18,50-54,Spanish,YORBA LINDA,ORANGE,$1.00 - $1.99,sunonly,FM,0,TeleIn,1
"$  80,000 - $89,999",OWNER,Austrian,N,4,40-44,English,FULLERTON,ORANGE,$0.51 - $0.99,thu-sun,FM,0,Crew,1
"$  70,000 - $79,999",OWNER,Irish,N,4,60-64,English,FULLERTON,ORANGE,$3.00 - $3.99,7day,FM,0,System,1
"$  40,000 - $49,999",OWNER,Italian,N,7,25-29,English,FULLERTON,ORANGE,$3.00 - $3.99,thu-sun,FM,0,Kiosk1,1
"$100,000 - $124,999",OWNER,German,N,23,75 years or more,English,HUNTINGTON BEACH,ORANGE,$7.00 - $7.99,7dayol,MW,0,Internet,1
"$100,000 - $124,999",OWNER,English,Y,40,70-74,English,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,sunonly,FW,0,System,1
"$200,000 - $249,999",OWNER,unknown,Y,23,50-54,unknown,TRABUCO CANYON,ORANGE,$7.00 - $7.99,7day,YW,0,CustCall,1
"$  80,000 - $89,999",RENTER,Japanese,N,1,50-54,English,HUNTINGTON BEACH,ORANGE,$0 - $0.01,7day,YW,0,CircAdm,1
"$  60,000 - $69,999",OWNER,unknown,N,45,75 years or more,unknown,LAKEWOOD,LOS ANGELES,$4.00 - $4.99,7day,MW,0,DirectMl,1
"$  20,000 - $29,999",OWNER,French,N,9,55-59,English,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,MM,0,Partner,1
"$  30,000 - $39,999",OWNER,English,N,43,75 years or more,English,SANTA ANA,ORANGE,$3.00 - $3.99,sunonly,MM,0,CustCall,0
"$  60,000 - $69,999",OWNER,Hispanic,Y,15,75 years or more,English,SANTA ANA,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,1
"$  70,000 - $79,999",OWNER,Hispanic,N,16,55-59,Spanish,ANAHEIM,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$125,000 - $149,999",RENTER,unknown,N,2,50-54,unknown,LAKE FOREST,ORANGE,$1.00 - $1.99,sunonly,YM,0,CustCall,1
"$  60,000 - $69,999",RENTER,Hispanic,N,7,45-49,Spanish,LAKE FOREST,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,1
"$  90,000 - $99,999",OWNER,Irish,Y,23,50-54,English,MISSION VIEJO,ORANGE,$2.00 - $2.99,7day,MW,0,Crew,1
"$100,000 - $124,999",OWNER,Hispanic,N,13,55-59,English,LAKE FOREST,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,0
"$125,000 - $149,999",OWNER,English,N,8,40-44,English,LAKE FOREST,ORANGE,$4.00 - $4.99,7day,YW,0,Email,0
"$400,000 - $499,999",OWNER,German,Y,22,45-49,English,YORBA LINDA,ORANGE,$7.00 - $7.99,7day,FW,0,Internet,1
"$  30,000 - $39,999",RENTER,Italian,N,1,35-39,English,SANTA ANA,ORANGE,$2.00 - $2.99,7day,FE,0,TeleOut,1
"$150,000 - $174,999",OWNER,unknown,Y,21,55-59,unknown,YORBA LINDA,ORANGE,$5.00 - $5.99,fri-sun,MW,0,VRU,1
"$100,000 - $124,999",OWNER,Hispanic,N,29,55-59,English,COSTA MESA,ORANGE,$1.00 - $1.99,sunonly,MW,0,TeleOut,1
"$  40,000 - $49,999",OWNER,French,N,7,55-59,English,SANTA ANA,ORANGE,$4.00 - $4.99,7day,FM,0,CustCall,1
"$100,000 - $124,999",OWNER,unknown,N,8,55-59,unknown,HUNTINGTON BEACH,ORANGE,$2.00 - $2.99,7day,MW,17,SCinsert,1
"$100,000 - $124,999",OWNER,Hispanic,N,19,60-64,English,YORBA LINDA,ORANGE,$0 - $0.01,sunonly,MM,0,Partner,1
"$  20,000 - $29,999",OWNER,Danish,N,13,65-69,English,SANTA ANA,ORANGE,$4.00 - $4.99,thu-sun,YM,0,DirectMl,1
"$100,000 - $124,999",OWNER,Hispanic,N,23,65-69,English,ANAHEIM,ORANGE,$0 - $0.01,sunonly,MM,0,TeleIn,1
"$  80,000 - $89,999",OWNER,English,N,43,65-69,English,HUNTINGTON BEACH,ORANGE,$8.00 - $8.99,7day,FW,0,CustCall,1
"$  90,000 - $99,999",OWNER,English,N,9,45-49,English,HUNTINGTON BEACH,ORANGE,$0.01 - $0.50,sunonly,MW,0,Partner,1
"$  90,000 - $99,999",OWNER,Hispanic,Y,21,60-64,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,MM,0,Partner,1
"$  70,000 - $79,999",OWNER,English,N,29,65-69,English,HUNTINGTON BEACH,ORANGE,$3.00 - $3.99,thu-sun,FM,0,Kiosk1,1
"$  20,000 - $29,999",RENTER,Hispanic,N,3,25-29,English,SANTA ANA,ORANGE,$0.01 - $0.50,sunonly,FM,0,Partner,1
"$  60,000 - $69,999",OWNER,unknown,N,11,60-64,unknown,ANAHEIM,ORANGE,$4.00 - $4.99,7day,YM,0,TeleIn,0
"$300,000 - $399,999",OWNER,English,N,23,55-59,English,TRABUCO CANYON,ORANGE,$10.00 - $10.99,7day,FW,16,CustCall,1
"Under $20,000",OWNER,Hispanic,N,2,30-34,Spanish,SANTA ANA,ORANGE,$4.00 - $4.99,7day,FM,0,RetenIn,1
"Under $20,000",OWNER,Hispanic,N,4,24 years or less,Spanish,ANAHEIM,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$150,000 - $174,999",OWNER,Hungarian,N,44,75 years or more,English,COSTA MESA,ORANGE,$0 - $0.01,sunonly,YM,0,Partner,1
"$100,000 - $124,999",OWNER,Korean,Y,7,50-54,English,PLACENTIA,ORANGE,$1.00 - $1.99,7dayt,FM,0,System,1
"$  90,000 - $99,999",OWNER,German,N,23,60-64,English,ORANGE,ORANGE,$6.00 - $6.99,7day,MM,0,CustCall,1
"$150,000 - $174,999",OWNER,Italian,Y,5,60-64,English,LONG BEACH,LOS ANGELES,$1.00 - $1.99,7day,YM,0,Crew,1
"$200,000 - $249,999",OWNER,Hispanic,Y,13,50-54,English,ORANGE,ORANGE,$4.00 - $4.99,7day,YW,0,TeleOut,1
"$  50,000 - $59,999",RENTER,Hispanic,N,2,35-39,English,PLACENTIA,ORANGE,$1.00 - $1.99,thu-sun,FE,0,TeleIn,1
"$  50,000 - $59,999",RENTER,Hispanic,N,10,35-39,Spanish,PLACENTIA,ORANGE,$1.00 - $1.99,sunonly,FE,0,TeleIn,1
"$150,000 - $174,999",OWNER,Irish,N,24,45-49,English,PLACENTIA,ORANGE,$2.00 - $2.99,thu-sun,FM,0,Crew,1
"$100,000 - $124,999",OWNER,Dutch,N,2,55-59,English,PLACENTIA,ORANGE,$0.01 - $0.50,sunonly,MM,0,Partner,0
"$150,000 - $174,999",OWNER,Vietnamese,N,18,50-54,Vietnamese,SAN CLEMENTE,ORANGE,$4.00 - $4.99,fri-sun,FW,0,CustCall,1
"$175,000 - $199,999",OWNER,German,Y,23,60-64,English,SAN CLEMENTE,ORANGE,$4.00 - $4.99,7day,FW,0,CustCall,1
"$  90,000 - $99,999",OWNER,African (other),N,25,70-74,English,ORANGE,ORANGE,$3.00 - $3.99,thu-sun,MM,0,Crew1,0
"$  60,000 - $69,999",OWNER,English,Y,17,45-49,English,ORANGE,ORANGE,$5.00 - $5.99,7day,FM,1,Kiosk,0
"$100,000 - $124,999",RENTER,German,N,5,30-34,English,COSTA MESA,ORANGE,$1.00 - $1.99,sunonly,YM,0,Internet,1
"$  50,000 - $59,999",OWNER,Korean,N,17,50-54,Korean,FULLERTON,ORANGE,$1.00 - $1.99,7day,YW,0,Partner,1
"$  60,000 - $69,999",OWNER,English,N,2,60-64,English,LAKE FOREST,ORANGE,$1.00 - $1.99,7day,YW,0,Crew,1
"$125,000 - $149,999",OWNER,Hispanic,N,1,24 years or less,English,TRABUCO CANYON,ORANGE,$5.00 - $5.99,7day,FW,4,Internet,1
"$100,000 - $124,999",OWNER,Hispanic,Y,15,40-44,Spanish,LAKE FOREST,ORANGE,$1.00 - $1.99,sunonly,YW,0,Crew,1
"$125,000 - $149,999",OWNER,Welsh,Y,1,55-59,English,COSTA MESA,ORANGE,$4.00 - $4.99,7day,MW,0,TeleIn,1
"Under $20,000",OWNER,Hispanic,N,7,55-59,Spanish,ANAHEIM,ORANGE,$0 - $0.01,sunonly,FM,0,Partner,1
"$175,000 - $199,999",OWNER,Chinese,N,5,75 years or more,English,LA HABRA,ORANGE,$10.00 - $10.99,7day,YW,0,TeleIn,0
"Under $20,000",RENTER,Hispanic,N,1,30-34,Spanish,ANAHEIM,ORANGE,$4.00 - $4.99,7day,YM,0,RetenIn,1
"$100,000 - $124,999",RENTER,Hispanic,N,1,45-49,Spanish,LA HABRA,ORANGE,$0 - $0.01,sunonly,FE,0,Partner,1
"$125,000 - $149,999",RENTER,Scottish (Scotch),N,8,40-44,English,LA HABRA,ORANGE,$1.00 - $1.99,fri-sun,FE,0,CustCall,1
